id,symbol,company_name,stock_exchange_id,stock_exchange_name,company_profile,icb_name,icb_code
a8892688-664a-48be-a8fe-ec5800341403,ADG,Công ty Cổ phần Clever Group,3974faae-69d3-44cf-9966-23b6a10ba716,HOSE,"Công ty Cổ phần Clever Group (ADG) có tiền thân là Công ty Cổ phần Quảng Cáo Thông minh được thành lập vào năm 2008. Công ty hoạt động chính trong lĩnh vực cung cấp dịch vụ quảng cáo trực tuyến. ADG trở thành công ty đại chúng từ tháng 06/2019. ADG trở thành đối tác chính thức của Google vào năm 2010 và trở thành đối tác cao cấp chính thức của Google từ năm 2011, chuyên cung cấp dịch vụ quảng cáo trực tuyến Google AdWords. ADG đứng vị trí số 1 về thị phần Google AdWords tại Việt Nam khi chiếm tới 15% thị phần. Từ năm 2013, ADG trở thành Đại lý ủy quyền đầu tiên của Facebook tại Việt Nam cung cấp dịch vụ quảng cáo Facebook. ADG được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 12/2020.",Truyền thông,5550
bc131fba-e27d-40ab-9b98-9b58bcc609ce,ADP,Công ty Cổ phần Sơn Á Đông,3974faae-69d3-44cf-9966-23b6a10ba716,HOSE,"Công ty Cổ phần Sơn Á Đông (ADP) được thành lập năm 1970 là một trong hai nhà sản xuất lớn nhất và chi phối thị trường miền Nam trước năm 1975. Năm 2000 công ty chuyển sang hoạt động theo mô hình công ty cổ phần. Công ty là nhà sản xuất tiên phong sản phẩm sơn tôn cuộn (PCM) tại Việt Nam, chiếm thị phần lớn nhất cả nước. Công ty hiện nắm giữ khoảng 22% thị phần sơn PCM, 8% thị phần sơn tàu biển và công nghiệp độ bền cao và 6% thị phần sơn xây dựng và trang trí gốc dầu. Công ty hiện là nhà cung cấp thường xuyên cho các khách hàng lớn nhất tại Việt Nam như LD Dầu khí Vietsovpetro, Vinashin Corp., Lilama Corp., LD Tôn Phương Nam, T.A VietNam. Sản phẩm của công ty được thực hiện phân phối thông qua các hệ thống phân phối tại Hà Nội, Nha Trang, Phú Thọ, Nam Định, Đà Nẵng, Quảng Nam, Rạch Giá, và Cần Thơ. Ngày 27/07/2023, ADP chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).",Xây dựng và Vật liệu,2350
f08c6932-9540-4645-95c5-7ec444792857,ADS,Công ty Cổ phần Damsan,3974faae-69d3-44cf-9966-23b6a10ba716,HOSE,"Công ty Cổ phần Damsan (ADS) có tiền thân là Công ty Cổ phần Dệt sợi Damsan được thành lập vào năm 2006. Công ty hoạt động chính trong lĩnh vực kinh doanh, sản xuất các sản phẩm sợi và khăn bông. ADS trở thành công ty đại chúng từ năm 2011. Công ty là một trong các doanh nghiệp lớn nhất Việt Nam về quy mô sản xuất sợi với số lượng cọc sợi đứng thứ 5 cả nước. Hiện ADS đang quản lý vận hành 03 nhà máy dệt sợi với tổng công suất 16.560 tấn sợi/năm và 2.040 tấn khăn/năm. Bên cạnh đó, Công ty còn tham gia đầu tư phát triển và kinh doanh bất động sản nhà ở và hạ tầng khu công nghiệp với các dự án Tòa Nhà Dam San  - Quang Trung tại Phường Quang Trung  - Thành phố Thái Bình, Khu đô thị Phú Xuân  - Damsan tại Thành phố Thái Bình và Cụm công nghiệp An Ninh tại xã An Ninh, huyện Tiền Hải, tỉnh Thái Bình. ADS được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 06/2016.",Hàng cá nhân,3760
a93c7458-0ebb-48e5-8a0a-b28c8701ff75,AGG,Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia,3974faae-69d3-44cf-9966-23b6a10ba716,HOSE,"Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia (AGG) được thành lập vào năm 2012. Công ty hoạt động chính trong lĩnh vực đầu tư phát triển và kinh doanh các công trình nhà ở. AGG trở thành công ty đại chúng từ tháng 11/2019. Công ty đã đầu tư phát triển một số dự án nhà ở tiêu biểu tại khu vực thành phố Hồ Chí Minh và Vũng Tàu như: Dự án The Star tại quận Bình Tân, dự án The Garden tại quận Tân Phú , dự án Skyline, Riverside, River City, cụm dự án Lacasa (River Panorama 1, River Panorama 2, Sky 89 và Signial tại quận 7, và The Sóng tại thành phố Vũng Tàu. AGG lần lượt được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ cuối năm 2019 và đầu năm 2020.",Bất động sản,8630
dfb5d44e-a0f7-42a8-b01c-a763779a4ba6,AGR,Công ty Cổ phần Chứng khoán AGRIBANK,3974faae-69d3-44cf-9966-23b6a10ba716,HOSE,"Công ty Cổ phần Chứng khoán AGRIBANK (AGR) có tiền thân là Công ty TNHH Chứng khoán Ngân hàng Nông nghiệp và Phát triển nông thông Việt Nam trực thuộc Ngân hàng Nông nghiệp và Phát triển nông thông Việt Nam được thành lập vào năm 2000. Công ty chính thức hoạt động theo hình thức công ty cổ phần từ tháng 07/2009. Năm 2024, Doanh thu nghiệp vụ môi giới chứng khoán có giá trị bằng 70.83 tỷ đồng, tăng 20.86% so với cùng kỳ. Nợ vay ký quỹ/Vốn chủ sở hữu ở mức 65.28%, tăng 11.49%. Lợi nhuận từ FVTPL có giá trị bằng 19.39 tỷ đồng, tăng 36.27% và đóng góp 6.44 % tổng lợi nhuận hoạt động. Lợi nhuận trước thuế có giá trị bằng 168.54 tỷ đồng, giảm 8.75%. Tỷ lệ sinh lời trên vốn chủ sở hữu (ROE) ở mức 5.47%, giảm 0.46%.",Dịch vụ tài chính,8770
1375efdc-32a0-4f9d-9f22-c0ee496b6c9b,ANV,Công ty Cổ phần Nam Việt,3974faae-69d3-44cf-9966-23b6a10ba716,HOSE,"Công ty Cổ phần Nam Việt (ANV) có tiền thân là Công ty TNHH Nam Việt được thành lập vào năm 1993. Công ty hoạt động trong lĩnh vực nuôi trồng, chế biến thủy sản, xuất khẩu thủy sản, sản xuất thức ăn thủy sản. ANV chính thức hoạt động theo mô hình công ty cổ phần từ năm 2006. Sản phẩm của Công ty đã có mặt trên 100 quốc gia trên thế giới như Nga, EU, Trung quốc, Úc. ANV hiện đang sở hữu vận hành 04 nhà máy chế biến thủy sản với tổng công suất 1.050 tấn nguyên vật liệu/ngày. Công ty đã hoàn thành việc xây dựng chuỗi sản xuất khép kín từ con giống, thức ăn, nuôi trồng thủy sản tới chế biến với 08 dây chuyền sản xuất thức ăn chăn nuôi với tổng công suất lên đến 800 tấn/ngày và 250 ha vùng nuôi cá nguyên liệu. ANV chính thức niêm yết tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2007.",Sản xuất thực phẩm,3570
d6c593f7-ebb0-414f-9855-c7bb4cbf1f2d,APG,Công ty Cổ phần Chứng khoán APG,3974faae-69d3-44cf-9966-23b6a10ba716,HOSE,"Công ty Cổ phần Chứng khoán APG (APG) có tiền thân là Công ty Cổ phần Chứng khoán An Phát được thành lập vào năm 2007. Công ty hoạt động trong lĩnh vực môi giới chứng khoán, hoạt động đầu tư, hoạt động tư vấn và lưu ký chứng khoán. Năm 2024, Doanh thu nghiệp vụ môi giới chứng khoán có giá trị bằng 23,43 tỷ đồng. Nợ vay ký quỹ/Vốn chủ sở hữu ở mức 11.58%, tăng 5.66%. Lợi nhuận trước thuế có giá trị bằng -145.82 tỷ đồng. Tỷ lệ sinh lời trên vốn chủ sở hữu (ROE) ở mức -6.27%, giảm 14.73%. APG được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2016.",Dịch vụ tài chính,8770
5a4d9862-4c67-4327-9844-c3f27f38afaf,APH,Công ty Cổ phần Tập đoàn An Phát Holdings,3974faae-69d3-44cf-9966-23b6a10ba716,HOSE,"Công ty Cổ phần Tập đoàn An Phát Holdings (APH), được thành lập năm 2017. Lĩnh vực kinh doanh chính của Công ty là Sản xuất, bán và kinh doanh thương mại sản phẩm nhựa; Sản xuất sản phẩm và nguyên liệu sinh học phân hủy hoàn toàn; Sản xuất bao bì và hạt nhựa; Kinh doanh nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp...An Phát hiện là doanh nghiệp có quy mô lớn nhất trong lĩnh vực sản xuất sản phẩm nhựa tại Việt Nam. Trong số các doanh nghiệp sản xuất sản phẩm túi nilong trong cả nước vừa phục vụ xuất khẩu vừa phục vụ thị trường nội địa, An Phát là doanh nghiệp có quy mô lớn nhất với sản lượng sản xuất hơn 8.000 tấn/tháng. Ngày 28/07/2020, APH chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).",Hàng công nghiệp,2720
2d092cfa-900d-4220-b7b9-13a1392cabea,ASG,Công ty Cổ phần Tập đoàn ASG,3974faae-69d3-44cf-9966-23b6a10ba716,HOSE,"Công ty Cổ phần Tập đoàn ASG (ASG) có tiền thân là Công ty Cổ phần Dịch vụ Bưu chính Interserco – IPX được thành lập vào năm 2010. Công ty hoạt động trong lĩnh vực cung cấp dịch vụ phục vụ hàng hóa hàng không, dịch vụ phục vụ hành khách hàng không, dịch vụ vận tải hàng hóa và hành khách và dịch vụ khai thác kho bãi;. ASG trở thành công ty đại chúng từ năm 2018. ASG đang triển khai dịch vụ phục vụ hàng hóa hàng không bao gồm dịch vụ kho hàng không kéo dài và các dịch vụ liên quan tại nhà ga hàng hóa với tổng công suất phục vụ khoảng 360 nghìn tấn – 540 nghìn tấn/năm. Bên cạnh đó, ASG hiện sở hữu và khai thác hệ thống kho bãi với quy mô 285.000 m2 tại Khu Dịch vụ Logistics Nội Bài – Hà Nội, Khu Công nghiệp Yên Phong – Bắc Ninh và Khu Công nghiệp Yên Bình – Thái Nguyên.",Vận tải,2770
dd20b693-2536-40d6-9c43-96b2bc4b2745,ASM,Công ty Cổ phần Tập đoàn Sao Mai,3974faae-69d3-44cf-9966-23b6a10ba716,HOSE,"Công ty Cổ phần Tập đoàn Sao Mai (ASM) có tiền thân là Công ty Cổ phần Đầu tư và Xây dựng Sao Mai tỉnh An Giang được thành lập vào năm 1997. Công ty hoạt động trong lĩnh vực xuất khẩu thủy sản, đầu tư xây dựng, kinh doanh bất động sản, phụ phẩm, và dịch vụ du lịch. ASM đã tham gia đầu tư phát triển gần 100 dự án bất động sản trải dài khắp cả nước. Công ty sở hữu Nhà máy Thủy sản với công suất 600 tấn nguyên liệu/ngày, Nhà máy chế biến thức ăn thủy sản với công suất 378.000 tấn/năm và nhà máy tinh luyện dầu cá của ASM với công suất 200 tấn/ngày. Bên cạnh đó, Công ty còn cung cấp dịch vụ du lịch lữ hành, nghỉ dưỡng, và lắp đặt hệ thống năng lượng mặt trời thông qua các công ty con. ASM được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2010.",Sản xuất thực phẩm,3570
b3bc8f13-c898-43ce-970d-7db93678767f,ASP,Công ty Cổ phần Tập đoàn Dầu khí Anpha,3974faae-69d3-44cf-9966-23b6a10ba716,HOSE,"Công ty Cổ phần Tập đoàn Dầu khí Anpha (ASP), tiền thân là Công ty Gia Đình được thành lập năm 1999. Năm 2004, Chuyển đổi mô hình kinh doanh và đổi tên thành Công ty Cổ phần Dầu khí AnPha. Hoạt động kinh doanh chính là mua bán khí hoá lỏng, vật tư thiết bị dầu khí, vận tải sản phẩm dầu khí theo đường bộ, đường biển. Công ty sở hữu 2 khó chứa LPG lớn gồm 1 tại cảng Đình vũ  - Hải phòng có sức chứa 1.800 tấn và tải cảng Bourbon  - Long an có sức chứa 1.300 tấn, ngoài ra còn có trạm chiết gas tại các công ty thành viên với tổng sức chứa khoảng 600 tấn. Sở hữu 2 trạm chiết áp lớn tại Ninh hiệp và Bến Lức, tổng công suất khoảng 150.000 tấn/năm. và đội xe vận chuyển gas chuyên dụng khoảng 100 chiếc. Việc sở hữu một hệ thống hoàn chỉnh từ khâu nhập khẩu, vận tải, tồn trữ đến phân phối bán buôn, bán lẻ trên địa bàn toàn quốc với qui mô lớn như vậy đã tạo cho công ty ưu thế về tính chủ động trong điều tiết nguồn hàng, dự trữ khi cần thiết cũng như đa dạng trong kinh doanh LPG ( bán buôn, bán lẻ gas dân dụng). Ngày 15/02/2008, ASP chính thức giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE)",Nước & Khí đốt,7570
b45a7339-bc84-403c-9558-9c8444eef105,AST,Công ty Cổ phần Dịch vụ Hàng không Taseco,3974faae-69d3-44cf-9966-23b6a10ba716,HOSE,"Công ty Cổ phần Dịch vụ Hàng không Taseco (AST) có tiền thân là Công ty Cổ phần Dịch vụ Hàng không Taseco Nội Bài được thành lập vào năm 2015. Năm 2017, Công ty chuyển đổi mô hình kinh doanh, thành Công ty Cổ phần Dịch vụ Hàng không Taseco. Công ty hoạt động trong lĩnh vực cung cấp dịch vụ nhà hàng, bán hàng bách hóa, lưu niệm tại sân bay, kinh doanh khách sạn, dịch vụ quảng cáo và sản xuất cung cấp xuất ăn hàng không. Mạng lưới hoạt động dinh doanh của AST rộng khắp các cảng hàng không quốc tế trên cả nước. Chuỗi dịch vụ của Taseco Airs có mặt trên các sân bay từ miền Bắc (Sân bay quốc tế Nội Bài, Sân bay quốc tế Vân Đồn) vào miền Trung (Sân bay Quốc tế Đà Nẵng và Sân bay quốc tế Phú Bài – Huế) đến miền Nam (Sân bay Quốc tế Tân Sơn Nhất và Sân bay quốc tế Phú Quốc). Ngày 04/01/2018, AST chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).",Bán lẻ,5370
abb706c3-dd82-4925-8528-5a4556cb3707,BAF,Công ty cổ phần Nông nghiệp BAF Việt Nam,3974faae-69d3-44cf-9966-23b6a10ba716,HOSE,"Công ty cổ phần Nông nghiệp BAF Việt Nam (BAF) là một doanh nghiệp được hình từ năm 2017. Công ty hoạt động chính trong lĩnh vực chăn nuôi, phân phối giống vật nuôi, kinh doanh nông sản và chế biến thức ăn gia súc. Hoạt động kinh doanh của BAF được thực hiện theo mô hình khép kín 3F bao gồm thức ăn, trang trại và chế biến. Hiện tại, Công ty có 1 nhà máy sản xuất thức ăn gia súc với công suất 4.500 tấn/tháng, thực hiện cung cấp thức ăn chăn nuôi cho các trang trại của BAF. BaF đã sở hữu hệ thống 28 trại nuôi heo nái và heo thịt, bao gồm 17 trại đã vận hành và 11 trại đang phát triển trên cả nước. Trong số đó có 13 trang trại được xây dựng tại Tây Ninh.Các sản phẩm của BAF được phân phối thông qua các kênh truyền thống và hệ thống siêu thị. Ngày 03/12/2021, BAF chính thức giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).",Sản xuất thực phẩm,3570
